Month,Commodities,Price,TAVG,TMIN,TMAX
01-02-2023,Gram Dal,72.36,22.5,15.4,28.8
01-03-2023,Gram Dal,72.6,23.8,17.1,30.2
01-04-2023,Gram Dal,73.33,28.3,23.5,35
01-05-2023,Gram Dal,73.97,24.6,21.5,32
01-06-2023,Gram Dal,74.47,26.3,21.3,31.4
01-07-2023,Gram Dal,74.8,25.6,21.4,30.4
01-08-2023,Gram Dal,76.39,24.1,20.8,29.3
01-09-2023,Gram Dal,80.48,24.8,19.9,31
01-10-2023,Gram Dal,82.42,24,21.1,28.1
01-11-2023,Gram Dal,83.45,23.4,18.9,28.6
01-12-2023,Gram Dal,83.43,22.7,19.9,28.3
01-01-2024,Gram Dal,82.83,21.1,16.9,30.6
01-02-2024,Gram Dal,82.85,23.1,17.1,33.8
01-03-2024,Gram Dal,83.6,22.6,14.5,34.5
01-04-2024,Gram Dal,83.84,21.5,13.6,33.3
01-05-2024,Gram Dal,84.93,23.1,16.9,31.8
01-06-2024,Gram Dal,87.62,24.5,17.1,36.5
01-07-2024,Gram Dal,88.8,23.4,15.2,35.5
01-08-2024,Gram Dal,89.46,23.9,17.4,30.6
01-09-2024,Gram Dal,91.81,24.3,15.8,34
01-01-2014,Tur/Arhar Dal,70.02,20.2,16,26.4
01-02-2014,Tur/Arhar Dal,69.95,22.2,0,29.8
01-03-2014,Tur/Arhar Dal,70.14,23.8,19.9,31.1
01-04-2014,Tur/Arhar Dal,70.25,28.3,21.9,35.8
01-05-2014,Tur/Arhar Dal,70.41,28.8,24.2,36
01-06-2014,Tur/Arhar Dal,69.93,27.6,20.1,35
01-07-2014,Tur/Arhar Dal,70.35,24.9,21.1,31.3
01-08-2014,Tur/Arhar Dal,71.68,22.8,20.5,28.4
01-09-2014,Tur/Arhar Dal,73.93,22.6,20.4,27.4
01-10-2014,Tur/Arhar Dal,74.11,24.7,20.7,29.9
01-11-2014,Tur/Arhar Dal,75.1,23.1,0,28.2
01-12-2014,Tur/Arhar Dal,75.65,22,0,28.2
01-01-2015,Tur/Arhar Dal,77.13,22.3,0,29.5
01-02-2015,Tur/Arhar Dal,79,21.9,16.2,30.2
01-03-2015,Tur/Arhar Dal,81.75,25.2,20.8,32.6
01-04-2015,Tur/Arhar Dal,85.23,26.9,21.6,33.4
01-05-2015,Tur/Arhar Dal,91.89,26.8,20.1,33.8
01-06-2015,Tur/Arhar Dal,95.33,24.3,0,31
01-07-2015,Tur/Arhar Dal,98.42,24.6,20.6,30.7
01-08-2015,Tur/Arhar Dal,105.13,23.7,20.6,30.3
01-09-2015,Tur/Arhar Dal,119.95,25.5,21.1,31
01-10-2015,Tur/Arhar Dal,143.78,24.5,21,30
01-11-2015,Tur/Arhar Dal,152.29,23.4,21.7,29.5
01-12-2015,Tur/Arhar Dal,150.08,21.1,0,23.8
01-01-2016,Tur/Arhar Dal,145.74,20.1,15.7,28.4
01-02-2016,Tur/Arhar Dal,140.14,23.4,16.4,31.4
01-03-2016,Tur/Arhar Dal,135.27,24.7,18.9,30.7
01-04-2016,Tur/Arhar Dal,138.22,28.4,23.2,34.8
01-05-2016,Tur/Arhar Dal,141.19,30.6,24.4,36.6
01-06-2016,Tur/Arhar Dal,140.1,25.4,0,0
01-07-2016,Tur/Arhar Dal,139.33,23.3,20.2,0
01-08-2016,Tur/Arhar Dal,132.27,22.2,19.8,27
01-09-2016,Tur/Arhar Dal,121.27,23.2,20,26.2
01-10-2016,Tur/Arhar Dal,121.57,23.2,19.6,29.7
01-11-2016,Tur/Arhar Dal,118.82,23.7,20.8,30.6
01-12-2016,Tur/Arhar Dal,113.03,21.6,17.6,30
01-01-2017,Tur/Arhar Dal,102.96,21,14.6,27.6
01-02-2017,Tur/Arhar Dal,95.95,23.1,16,32
01-03-2017,Tur/Arhar Dal,89.55,24.2,16.9,32.5
01-04-2017,Tur/Arhar Dal,88.13,28.6,22.5,35.8
01-05-2017,Tur/Arhar Dal,85.35,26.8,20.5,35.6
01-06-2017,Tur/Arhar Dal,82.5,26.1,20.8,0
01-07-2017,Tur/Arhar Dal,78.97,24.6,19.3,0
01-08-2017,Tur/Arhar Dal,78.09,25.2,21.4,30.5
01-09-2017,Tur/Arhar Dal,79.79,23.7,19.8,30.6
01-10-2017,Tur/Arhar Dal,78.29,23.1,0,0
01-11-2017,Tur/Arhar Dal,76.54,21.7,19.9,25
01-12-2017,Tur/Arhar Dal,75.08,19.8,0,24.7
01-01-2018,Tur/Arhar Dal,74.17,22.2,16.6,28.4
01-02-2018,Tur/Arhar Dal,73.87,21.9,13.2,29.6
01-03-2018,Tur/Arhar Dal,73.12,25.2,18.2,33.2
01-04-2018,Tur/Arhar Dal,71,27.6,21.2,33.2
01-05-2018,Tur/Arhar Dal,70.33,26.9,21.4,35.2
01-06-2018,Tur/Arhar Dal,69.98,24.4,0,30.3
01-07-2018,Tur/Arhar Dal,70.1,24.2,20.6,29.5
01-08-2018,Tur/Arhar Dal,70.01,21.9,19.4,27.2
01-09-2018,Tur/Arhar Dal,69.52,23.7,20,28.3
01-10-2018,Tur/Arhar Dal,69.09,25.5,21.6,30.9
01-11-2018,Tur/Arhar Dal,69.92,24.3,20,30.4
01-12-2018,Tur/Arhar Dal,71.69,21.8,0,29.5
01-01-2019,Tur/Arhar Dal,72.84,20.3,14,27.6
01-02-2019,Tur/Arhar Dal,74.63,21.4,15.7,28.2
01-03-2019,Tur/Arhar Dal,74.89,26.3,21.3,33.8
01-04-2019,Tur/Arhar Dal,75.65,28.7,22.9,35.6
01-05-2019,Tur/Arhar Dal,79.22,26.3,0,0
01-06-2019,Tur/Arhar Dal,83.22,27.5,21,33.2
01-07-2019,Tur/Arhar Dal,84.1,25.6,21,29.8
01-08-2019,Tur/Arhar Dal,85.13,24.7,20.5,29.9
01-09-2019,Tur/Arhar Dal,85.94,23,0,26.4
01-10-2019,Tur/Arhar Dal,86.57,23.5,0,30.3
01-11-2019,Tur/Arhar Dal,88.46,23.8,18,0
01-12-2019,Tur/Arhar Dal,88.35,21.2,0,24.6
01-01-2020,Tur/Arhar Dal,87.98,22,19.2,27.2
01-02-2020,Tur/Arhar Dal,86.9,23.4,18.8,32.7
01-03-2020,Tur/Arhar Dal,87.24,25.5,20.2,32.8
01-04-2020,Tur/Arhar Dal,94.53,28.8,21,35.4
01-05-2020,Tur/Arhar Dal,94.73,28.7,23,32.8
01-06-2020,Tur/Arhar Dal,92.96,25.9,22.4,32.8
01-07-2020,Tur/Arhar Dal,93.14,24.7,21.2,29.4
01-08-2020,Tur/Arhar Dal,93.03,23,20.4,29.6
01-09-2020,Tur/Arhar Dal,94.91,24,20,29.8
01-10-2020,Tur/Arhar Dal,104.55,23.5,19.5,0
01-11-2020,Tur/Arhar Dal,106.59,24.8,19,0
01-12-2020,Tur/Arhar Dal,105.05,21.1,17,27
01-01-2021,Tur/Arhar Dal,104.61,20.6,16.6,25.3
01-02-2021,Tur/Arhar Dal,104.42,22.8,16.8,30.1
01-03-2021,Tur/Arhar Dal,106.3,25.4,17.4,33.8
01-04-2021,Tur/Arhar Dal,107,29.2,23.1,37.2
01-05-2021,Tur/Arhar Dal,108.45,27.1,22.5,33.4
01-06-2021,Tur/Arhar Dal,107.41,26.1,21.1,32.3
01-07-2021,Tur/Arhar Dal,105.66,25.7,23,32.7
01-08-2021,Tur/Arhar Dal,104.64,23.2,20,28
01-09-2021,Tur/Arhar Dal,105.42,23.6,20.9,29.3
01-10-2021,Tur/Arhar Dal,105.53,23,19.9,29.8
01-11-2021,Tur/Arhar Dal,104.86,22.9,20.8,27.8
01-12-2021,Tur/Arhar Dal,102.88,21.7,20,26.4
01-01-2022,Tur/Arhar Dal,102.04,21.4,18.5,24.6
01-02-2022,Tur/Arhar Dal,102.69,24,19.5,30.6
01-03-2022,Tur/Arhar Dal,103.26,25.2,18.4,32.1
01-04-2022,Tur/Arhar Dal,102.98,27.1,23.4,34.6
01-05-2022,Tur/Arhar Dal,102.79,24.9,20.4,34.8
01-06-2022,Tur/Arhar Dal,102.56,25.2,21.2,30.4
01-07-2022,Tur/Arhar Dal,103.66,23.6,20.5,28.7
01-08-2022,Tur/Arhar Dal,108.68,24.2,20.3,30.5
01-09-2022,Tur/Arhar Dal,111.32,23.1,19.1,28.4
01-10-2022,Tur/Arhar Dal,111.73,20.9,18.7,25.4
01-11-2022,Tur/Arhar Dal,112.74,21.6,17.1,29.3
01-12-2022,Tur/Arhar Dal,111.96,21.3,17.8,28.1
01-01-2023,Tur/Arhar Dal,111.46,22.5,15.9,29
01-02-2023,Tur/Arhar Dal,111.65,22.5,15.4,28.8
01-03-2023,Tur/Arhar Dal,113.47,23.8,17.1,30.2
01-04-2023,Tur/Arhar Dal,116.44,28.3,23.5,35
01-05-2023,Tur/Arhar Dal,119.24,24.6,21.5,32
01-06-2023,Tur/Arhar Dal,126.89,26.3,21.3,31.4
01-07-2023,Tur/Arhar Dal,134.13,25.6,21.4,30.4
01-08-2023,Tur/Arhar Dal,138.09,24.1,20.8,29.3
01-09-2023,Tur/Arhar Dal,146.29,24.8,19.9,31
01-10-2023,Tur/Arhar Dal,151.63,24,21.1,28.1
01-11-2023,Tur/Arhar Dal,155.2,23.4,18.9,28.6
01-12-2023,Tur/Arhar Dal,154.68,22.7,19.9,28.3
01-01-2024,Tur/Arhar Dal,150.47,21.1,16.9,30.6
01-02-2024,Tur/Arhar Dal,149.07,23.1,17.1,33.8
01-03-2024,Tur/Arhar Dal,149.17,22.6,14.5,34.5
01-04-2024,Tur/Arhar Dal,150.93,21.5,13.6,33.3
01-05-2024,Tur/Arhar Dal,155.11,23.1,16.9,31.8
01-06-2024,Tur/Arhar Dal,161.11,24.5,17.1,36.5
01-07-2024,Tur/Arhar Dal,167.13,23.4,15.2,35.5
01-08-2024,Tur/Arhar Dal,165.6,23.9,17.4,30.6
01-09-2024,Tur/Arhar Dal,164.25,24.3,15.8,34
01-01-2014,Urad DaI,64.35,20.2,16,26.4
01-02-2014,Urad DaI,65.13,22.2,0,29.8
01-03-2014,Urad DaI,65.87,23.8,19.9,31.1
01-04-2014,Urad DaI,67.26,28.3,21.9,35.8
01-05-2014,Urad DaI,69.07,28.8,24.2,36
01-06-2014,Urad DaI,71.2,27.6,20.1,35
01-07-2014,Urad DaI,72.75,24.9,21.1,31.3
01-08-2014,Urad DaI,76.01,22.8,20.5,28.4
01-09-2014,Urad DaI,78.61,22.6,20.4,27.4
01-10-2014,Urad DaI,76.32,24.7,20.7,29.9
01-11-2014,Urad DaI,75.71,23.1,0,28.2
01-12-2014,Urad DaI,76.27,22,0,28.2
01-01-2015,Urad DaI,77.97,22.3,0,29.5
01-02-2015,Urad DaI,79.15,21.9,16.2,30.2
01-03-2015,Urad DaI,79.62,25.2,20.8,32.6
01-04-2015,Urad DaI,82.99,26.9,21.6,33.4
01-05-2015,Urad DaI,91.33,26.8,20.1,33.8
01-06-2015,Urad DaI,97.34,24.3,0,31
01-07-2015,Urad DaI,98.86,24.6,20.6,30.7
01-08-2015,Urad DaI,100.88,23.7,20.6,30.3
01-09-2015,Urad DaI,107.54,25.5,21.1,31
01-10-2015,Urad DaI,129.42,24.5,21,30
01-11-2015,Urad DaI,142.15,23.4,21.7,29.5
01-12-2015,Urad DaI,142.64,21.1,0,23.8
01-01-2016,Urad DaI,139.56,20.1,15.7,28.4
01-02-2016,Urad DaI,137.17,23.4,16.4,31.4
01-03-2016,Urad DaI,135.29,24.7,18.9,30.7
01-04-2016,Urad DaI,141.35,28.4,23.2,34.8
01-05-2016,Urad DaI,152.19,30.6,24.4,36.6
01-06-2016,Urad DaI,152.73,25.4,0,0
01-07-2016,Urad DaI,151.67,23.3,20.2,0
01-08-2016,Urad DaI,143.84,22.2,19.8,27
01-09-2016,Urad DaI,131.5,23.2,20,26.2
01-10-2016,Urad DaI,126.13,23.2,19.6,29.7
01-11-2016,Urad DaI,119.57,23.7,20.8,30.6
01-12-2016,Urad DaI,113.77,21.6,17.6,30
01-01-2017,Urad DaI,107.86,21,14.6,27.6
01-02-2017,Urad DaI,103.44,23.1,16,32
01-03-2017,Urad DaI,98.84,24.2,16.9,32.5
01-04-2017,Urad DaI,99.33,28.6,22.5,35.8
01-05-2017,Urad DaI,97.29,26.8,20.5,35.6
01-06-2017,Urad DaI,95.02,26.1,20.8,0
01-07-2017,Urad DaI,90.41,24.6,19.3,0
01-08-2017,Urad DaI,86.7,25.2,21.4,30.5
01-09-2017,Urad DaI,87.72,23.7,19.8,30.6
01-10-2017,Urad DaI,85.01,23.1,0,0
01-11-2017,Urad DaI,81.49,21.7,19.9,25
01-12-2017,Urad DaI,77.99,19.8,0,24.7
01-01-2018,Urad DaI,75.48,22.2,16.6,28.4
01-02-2018,Urad DaI,74.35,21.9,13.2,29.6
01-03-2018,Urad DaI,73.13,25.2,18.2,33.2
01-04-2018,Urad DaI,70.84,27.6,21.2,33.2
01-05-2018,Urad DaI,70.08,26.9,21.4,35.2
01-06-2018,Urad DaI,69.32,24.4,0,30.3
01-07-2018,Urad DaI,69.35,24.2,20.6,29.5
01-08-2018,Urad DaI,69.05,21.9,19.4,27.2
01-09-2018,Urad DaI,68.72,23.7,20,28.3
01-10-2018,Urad DaI,68.43,25.5,21.6,30.9
01-11-2018,Urad DaI,70.08,24.3,20,30.4
01-12-2018,Urad DaI,71.06,21.8,0,29.5
01-01-2019,Urad DaI,71.83,20.3,14,27.6
01-02-2019,Urad DaI,72.2,21.4,15.7,28.2
01-03-2019,Urad DaI,71.8,26.3,21.3,33.8
01-04-2019,Urad DaI,71.76,28.7,22.9,35.6
01-05-2019,Urad DaI,72.38,26.3,0,0
01-06-2019,Urad DaI,75.2,27.5,21,33.2
01-07-2019,Urad DaI,74.77,25.6,21,29.8
01-08-2019,Urad DaI,74.91,24.7,20.5,29.9
01-09-2019,Urad DaI,74.75,23,0,26.4
01-10-2019,Urad DaI,78.42,23.5,0,30.3
01-11-2019,Urad DaI,91.4,23.8,18,0
01-12-2019,Urad DaI,96.4,21.2,0,24.6
01-01-2020,Urad DaI,99.01,22,19.2,27.2
01-02-2020,Urad DaI,98.76,23.4,18.8,32.7
01-03-2020,Urad DaI,97.49,25.5,20.2,32.8
01-04-2020,Urad DaI,104.03,28.8,21,35.4
01-05-2020,Urad DaI,104.4,28.7,23,32.8
01-06-2020,Urad DaI,101.76,25.9,22.4,32.8
01-07-2020,Urad DaI,100.15,24.7,21.2,29.4
01-08-2020,Urad DaI,98.71,23,20.4,29.6
01-09-2020,Urad DaI,99.04,24,20,29.8
01-10-2020,Urad DaI,103.95,23.5,19.5,0
01-11-2020,Urad DaI,106.42,24.8,19,0
01-12-2020,Urad DaI,107.38,21.1,17,27
01-01-2021,Urad DaI,109,20.6,16.6,25.3
01-02-2021,Urad DaI,108.94,22.8,16.8,30.1
01-03-2021,Urad DaI,110.09,25.4,17.4,33.8
01-04-2021,Urad DaI,110.17,29.2,23.1,37.2
01-05-2021,Urad DaI,109.79,27.1,22.5,33.4
01-06-2021,Urad DaI,108.9,26.1,21.1,32.3
01-07-2021,Urad DaI,106.85,25.7,23,32.7
01-08-2021,Urad DaI,105.65,23.2,20,28
01-09-2021,Urad DaI,106.61,23.6,20.9,29.3
01-10-2021,Urad DaI,107.11,23,19.9,29.8
01-11-2021,Urad DaI,107.47,22.9,20.8,27.8
01-12-2021,Urad DaI,106.75,21.7,20,26.4
01-01-2022,Urad DaI,105.91,21.4,18.5,24.6
01-02-2022,Urad DaI,106.08,24,19.5,30.6
01-03-2022,Urad DaI,105.2,25.2,18.4,32.1
01-04-2022,Urad DaI,104.72,27.1,23.4,34.6
01-05-2022,Urad DaI,104.75,24.9,20.4,34.8
01-06-2022,Urad DaI,104.14,25.2,21.2,30.4
01-07-2022,Urad DaI,104.37,23.6,20.5,28.7
01-08-2022,Urad DaI,107.05,24.2,20.3,30.5
01-09-2022,Urad DaI,108.19,23.1,19.1,28.4
01-10-2022,Urad DaI,108.5,20.9,18.7,25.4
01-11-2022,Urad DaI,108.66,21.6,17.1,29.3
01-12-2022,Urad DaI,107.85,21.3,17.8,28.1
01-01-2023,Urad DaI,107.13,22.5,15.9,29
01-02-2023,Urad DaI,106.72,22.5,15.4,28.8
01-03-2023,Urad DaI,107.17,23.8,17.1,30.2
01-04-2023,Urad DaI,108.21,28.3,23.5,35
01-05-2023,Urad DaI,109.33,24.6,21.5,32
01-06-2023,Urad DaI,111.46,26.3,21.3,31.4
01-07-2023,Urad DaI,113.63,25.6,21.4,30.4
01-08-2023,Urad DaI,115.03,24.1,20.8,29.3
01-09-2023,Urad DaI,117.22,24.8,19.9,31
01-10-2023,Urad DaI,118.95,24,21.1,28.1
01-11-2023,Urad DaI,122.37,23.4,18.9,28.6
01-12-2023,Urad DaI,123.04,22.7,19.9,28.3
01-01-2024,Urad DaI,122.54,21.1,16.9,30.6
01-02-2024,Urad DaI,123.11,23.1,17.1,33.8
01-03-2024,Urad DaI,123.82,22.6,14.5,34.5
01-04-2024,Urad DaI,124.22,21.5,13.6,33.3
01-05-2024,Urad DaI,125.38,23.1,16.9,31.8
01-06-2024,Urad DaI,126.75,24.5,17.1,36.5
01-07-2024,Urad DaI,127.06,23.4,15.2,35.5
01-08-2024,Urad DaI,125.41,23.9,17.4,30.6
01-09-2024,Urad DaI,124.57,24.3,15.8,34
01-01-2014,Moong DaI,78.78,20.2,16,26.4
01-02-2014,Moong DaI,82.24,22.2,0,29.8
01-03-2014,Moong DaI,85.13,23.8,19.9,31.1
01-04-2014,Moong DaI,88.31,28.3,21.9,35.8
01-05-2014,Moong DaI,89.08,28.8,24.2,36
01-06-2014,Moong DaI,87.08,27.6,20.1,35
01-07-2014,Moong DaI,86.69,24.9,21.1,31.3
01-08-2014,Moong DaI,88.29,22.8,20.5,28.4
01-09-2014,Moong DaI,89.09,22.6,20.4,27.4
01-10-2014,Moong DaI,89.25,24.7,20.7,29.9
01-11-2014,Moong DaI,93.64,23.1,0,28.2
01-12-2014,Moong DaI,96.02,22,0,28.2
01-01-2015,Moong DaI,98.14,22.3,0,29.5
01-02-2015,Moong DaI,99.32,21.9,16.2,30.2
01-03-2015,Moong DaI,99.21,25.2,20.8,32.6
01-04-2015,Moong DaI,100.41,26.9,21.6,33.4
01-05-2015,Moong DaI,102.29,26.8,20.1,33.8
01-06-2015,Moong DaI,101.29,24.3,0,31
01-07-2015,Moong DaI,99.11,24.6,20.6,30.7
01-08-2015,Moong DaI,98.36,23.7,20.6,30.3
01-09-2015,Moong DaI,99.71,25.5,21.1,31
01-10-2015,Moong DaI,107.2,24.5,21,30
01-11-2015,Moong DaI,108.78,23.4,21.7,29.5
01-12-2015,Moong DaI,107.31,21.1,0,23.8
01-01-2016,Moong DaI,105.31,20.1,15.7,28.4
01-02-2016,Moong DaI,102.56,23.4,16.4,31.4
01-03-2016,Moong DaI,100.96,24.7,18.9,30.7
01-04-2016,Moong DaI,100.88,28.4,23.2,34.8
01-05-2016,Moong DaI,100.72,30.6,24.4,36.6
01-06-2016,Moong DaI,98.41,25.4,0,0
01-07-2016,Moong DaI,96.86,23.3,20.2,0
01-08-2016,Moong DaI,92.93,22.2,19.8,27
01-09-2016,Moong DaI,87.75,23.2,20,26.2
01-10-2016,Moong DaI,86.58,23.2,19.6,29.7
01-11-2016,Moong DaI,84.18,23.7,20.8,30.6
01-12-2016,Moong DaI,82.69,21.6,17.6,30
01-01-2017,Moong DaI,80.64,21,14.6,27.6
01-02-2017,Moong DaI,79.24,23.1,16,32
01-03-2017,Moong DaI,78.75,24.2,16.9,32.5
01-04-2017,Moong DaI,80.89,28.6,22.5,35.8
01-05-2017,Moong DaI,80.59,26.8,20.5,35.6
01-06-2017,Moong DaI,78.9,26.1,20.8,0
01-07-2017,Moong DaI,76.78,24.6,19.3,0
01-08-2017,Moong DaI,75,25.2,21.4,30.5
01-09-2017,Moong DaI,76.49,23.7,19.8,30.6
01-10-2017,Moong DaI,75.87,23.1,0,0
01-11-2017,Moong DaI,74.68,21.7,19.9,25
01-12-2017,Moong DaI,73.75,19.8,0,24.7
01-01-2018,Moong DaI,74.09,22.2,16.6,28.4
01-02-2018,Moong DaI,74.33,21.9,13.2,29.6
01-03-2018,Moong DaI,73.49,25.2,18.2,33.2
01-04-2018,Moong DaI,72.27,27.6,21.2,33.2
01-05-2018,Moong DaI,72.3,26.9,21.4,35.2
01-06-2018,Moong DaI,72.46,24.4,0,30.3
01-07-2018,Moong DaI,73.28,24.2,20.6,29.5
01-08-2018,Moong DaI,73.4,21.9,19.4,27.2
01-09-2018,Moong DaI,73.3,23.7,20,28.3
01-10-2018,Moong DaI,73.46,25.5,21.6,30.9
01-11-2018,Moong DaI,74.16,24.3,20,30.4
01-12-2018,Moong DaI,75.06,21.8,0,29.5
01-01-2019,Moong DaI,75.75,20.3,14,27.6
01-02-2019,Moong DaI,76.59,21.4,15.7,28.2
01-03-2019,Moong DaI,76.35,26.3,21.3,33.8
01-04-2019,Moong DaI,76.55,28.7,22.9,35.6
01-05-2019,Moong DaI,78.75,26.3,0,0
01-06-2019,Moong DaI,81.92,27.5,21,33.2
01-07-2019,Moong DaI,81.7,25.6,21,29.8
01-08-2019,Moong DaI,82.33,24.7,20.5,29.9
01-09-2019,Moong DaI,83.44,23,0,26.4
01-10-2019,Moong DaI,84.64,23.5,0,30.3
01-11-2019,Moong DaI,88.15,23.8,18,0
01-12-2019,Moong DaI,89.58,21.2,0,24.6
01-01-2020,Moong DaI,93.19,22,19.2,27.2
01-02-2020,Moong DaI,96.39,23.4,18.8,32.7
01-03-2020,Moong DaI,98.56,25.5,20.2,32.8
01-04-2020,Moong DaI,108.61,28.8,21,35.4
01-05-2020,Moong DaI,111.01,28.7,23,32.8
01-06-2020,Moong DaI,108.94,25.9,22.4,32.8
01-07-2020,Moong DaI,106.92,24.7,21.2,29.4
01-08-2020,Moong DaI,103.52,23,20.4,29.6
01-09-2020,Moong DaI,101.76,24,20,29.8
01-10-2020,Moong DaI,102.56,23.5,19.5,0
01-11-2020,Moong DaI,104.44,24.8,19,0
01-12-2020,Moong DaI,104.63,21.1,17,27
01-01-2021,Moong DaI,106.57,20.6,16.6,25.3
01-02-2021,Moong DaI,106.41,22.8,16.8,30.1
01-03-2021,Moong DaI,106.75,25.4,17.4,33.8
01-04-2021,Moong DaI,106.84,29.2,23.1,37.2
01-05-2021,Moong DaI,107.25,27.1,22.5,33.4
01-06-2021,Moong DaI,105.53,26.1,21.1,32.3
01-07-2021,Moong DaI,102.99,25.7,23,32.7
01-08-2021,Moong DaI,101.1,23.2,20,28
01-09-2021,Moong DaI,101.61,23.6,20.9,29.3
01-10-2021,Moong DaI,101.61,23,19.9,29.8
01-11-2021,Moong DaI,102.6,22.9,20.8,27.8
01-12-2021,Moong DaI,101.93,21.7,20,26.4
01-01-2022,Moong DaI,101.55,21.4,18.5,24.6
01-02-2022,Moong DaI,101.9,24,19.5,30.6
01-03-2022,Moong DaI,102.29,25.2,18.4,32.1
01-04-2022,Moong DaI,102.67,27.1,23.4,34.6
01-05-2022,Moong DaI,102.63,24.9,20.4,34.8
01-06-2022,Moong DaI,102.14,25.2,21.2,30.4
01-07-2022,Moong DaI,101.7,23.6,20.5,28.7
01-08-2022,Moong DaI,101.93,24.2,20.3,30.5
01-09-2022,Moong DaI,102.75,23.1,19.1,28.4
01-10-2022,Moong DaI,103.28,20.9,18.7,25.4
01-11-2022,Moong DaI,103.69,21.6,17.1,29.3
01-12-2022,Moong DaI,103.38,21.3,17.8,28.1
01-01-2023,Moong DaI,103.44,22.5,15.9,29
01-02-2023,Moong DaI,104.22,22.5,15.4,28.8
01-03-2023,Moong DaI,105.06,23.8,17.1,30.2
01-04-2023,Moong DaI,107.1,28.3,23.5,35
01-05-2023,Moong DaI,108.36,24.6,21.5,32
01-06-2023,Moong DaI,109.36,26.3,21.3,31.4
01-07-2023,Moong DaI,110.49,25.6,21.4,30.4
01-08-2023,Moong DaI,111.29,24.1,20.8,29.3
01-09-2023,Moong DaI,113.63,24.8,19.9,31
01-10-2023,Moong DaI,115.56,24,21.1,28.1
01-11-2023,Moong DaI,116.54,23.4,18.9,28.6
01-12-2023,Moong DaI,116.48,22.7,19.9,28.3
01-01-2024,Moong DaI,116.13,21.1,16.9,30.6
01-02-2024,Moong DaI,116.44,23.1,17.1,33.8
01-03-2024,Moong DaI,117.19,22.6,14.5,34.5
01-04-2024,Moong DaI,117.6,21.5,13.6,33.3
01-05-2024,Moong DaI,118.03,23.1,16.9,31.8
01-06-2024,Moong DaI,118.81,24.5,17.1,36.5
01-07-2024,Moong DaI,118.36,23.4,15.2,35.5
01-08-2024,Moong DaI,116.37,23.9,17.4,30.6
01-09-2024,Moong DaI,115.57,24.3,15.8,34
01-01-2014,Masoor Dal,59.07,20.2,16,26.4
01-02-2014,Masoor Dal,59.07,22.2,0,29.8
01-03-2014,Masoor Dal,60.33,23.8,19.9,31.1
01-04-2014,Masoor Dal,62.57,28.3,21.9,35.8
01-05-2014,Masoor Dal,64.79,28.8,24.2,36
01-06-2014,Masoor Dal,65.45,27.6,20.1,35
01-07-2014,Masoor Dal,66.31,24.9,21.1,31.3
01-08-2014,Masoor Dal,67.81,22.8,20.5,28.4
01-09-2014,Masoor Dal,69.22,22.6,20.4,27.4
01-10-2014,Masoor Dal,69.81,24.7,20.7,29.9
01-11-2014,Masoor Dal,71.05,23.1,0,28.2
01-12-2014,Masoor Dal,71.8,22,0,28.2
01-01-2015,Masoor Dal,74,22.3,0,29.5
01-02-2015,Masoor Dal,74.32,21.9,16.2,30.2
01-03-2015,Masoor Dal,73.49,25.2,20.8,32.6
01-04-2015,Masoor Dal,74.18,26.9,21.6,33.4
01-05-2015,Masoor Dal,77.84,26.8,20.1,33.8
01-06-2015,Masoor Dal,80.78,24.3,0,31
01-07-2015,Masoor Dal,82.32,24.6,20.6,30.7
01-08-2015,Masoor Dal,84.75,23.7,20.6,30.3
01-09-2015,Masoor Dal,88.48,25.5,21.1,31
01-10-2015,Masoor Dal,90.27,24.5,21,30
01-11-2015,Masoor Dal,89.74,23.4,21.7,29.5
01-12-2015,Masoor Dal,87.6,21.1,0,23.8
01-01-2016,Masoor Dal,83.61,20.1,15.7,28.4
01-02-2016,Masoor Dal,80.33,23.4,16.4,31.4
01-03-2016,Masoor Dal,79.12,24.7,18.9,30.7
01-04-2016,Masoor Dal,81.1,28.4,23.2,34.8
01-05-2016,Masoor Dal,82.84,30.6,24.4,36.6
01-06-2016,Masoor Dal,83.8,25.4,0,0
01-07-2016,Masoor Dal,85.57,23.3,20.2,0
01-08-2016,Masoor Dal,85.39,22.2,19.8,27
01-09-2016,Masoor Dal,84.16,23.2,20,26.2
01-10-2016,Masoor Dal,83.49,23.2,19.6,29.7
01-11-2016,Masoor Dal,82.01,23.7,20.8,30.6
01-12-2016,Masoor Dal,80.27,21.6,17.6,30
01-01-2017,Masoor Dal,78.69,21,14.6,27.6
01-02-2017,Masoor Dal,77.11,23.1,16,32
01-03-2017,Masoor Dal,74.8,24.2,16.9,32.5
01-04-2017,Masoor Dal,74.89,28.6,22.5,35.8
01-05-2017,Masoor Dal,73.61,26.8,20.5,35.6
01-06-2017,Masoor Dal,71.72,26.1,20.8,0
01-07-2017,Masoor Dal,68.88,24.6,19.3,0
01-08-2017,Masoor Dal,66.67,25.2,21.4,30.5
01-09-2017,Masoor Dal,66.55,23.7,19.8,30.6
01-10-2017,Masoor Dal,65.28,23.1,0,0
01-11-2017,Masoor Dal,64.2,21.7,19.9,25
01-12-2017,Masoor Dal,63,19.8,0,24.7
01-01-2018,Masoor Dal,62.56,22.2,16.6,28.4
01-02-2018,Masoor Dal,62.45,21.9,13.2,29.6
01-03-2018,Masoor Dal,61.89,25.2,18.2,33.2
